candidate_id,job_id,match_score,skill_match,exp_match,edu_match,loc_match,field_match
912,224,0.776,0.503,1.0,1.0,1.0,1.0
1039,945,0.51,0.0,1.0,1.0,1.0,0.6
587,200,0.593,0.214,1.0,0.467,1.0,1.0
527,583,0.755,0.588,1.0,1.0,0.4,1.0
169,905,0.704,0.487,1.0,0.35,1.0,1.0
1276,910,0.848,0.791,1.0,0.42,1.0,1.0
1324,780,0.606,0.258,1.0,1.0,0.4,1.0
640,477,0.685,0.433,1.0,1.0,0.4,1.0
439,22,0.684,0.396,1.0,0.56,1.0,1.0
1210,176,0.45,0.0,1.0,1.0,0.4,0.6
1353,859,0.51,0.0,1.0,1.0,1.0,0.6
231,698,0.45,0.0,1.0,1.0,0.4,0.6
771,70,0.45,0.0,1.0,1.0,0.4,0.6
4,386,0.755,0.456,1.0,1.0,1.0,1.0
865,360,0.397,0.0,1.0,0.467,0.4,0.6
828,104,0.408,0.0,1.0,0.175,0.4,1.0
1122,823,0.599,0.503,0.533,1.0,0.4,1.0
1287,108,0.599,0.387,1.0,0.35,0.4,1.0
921,684,0.618,0.456,1.0,0.233,0.4,1.0
1357,144,0.51,0.0,1.0,1.0,1.0,0.6
1256,258,0.462,0.0,1.0,0.525,1.0,0.6
350,300,0.626,0.302,1.0,1.0,0.4,1.0
1445,314,0.734,0.408,1.0,1.0,1.0,1.0
694,149,0.607,0.556,0.533,0.233,1.0,1.0
1335,858,0.462,0.0,1.0,0.525,1.0,0.6
1297,36,0.718,0.612,1.0,0.525,0.4,1.0
544,75,0.51,0.0,1.0,1.0,1.0,0.6
959,907,0.734,0.57,1.0,0.28,1.0,1.0
431,179,0.815,0.589,1.0,1.0,1.0,1.0
1424,787,0.684,0.505,1.0,0.467,1.0,0.6
1400,953,0.755,0.456,1.0,1.0,1.0,1.0
1033,527,0.75,0.577,1.0,1.0,0.4,1.0
1065,152,0.445,0.0,1.0,0.35,1.0,0.6
938,551,0.72,0.378,1.0,1.0,1.0,1.0
981,498,0.606,0.654,0.5,0.467,0.4,1.0
664,615,0.708,0.456,1.0,0.525,1.0,1.0
335,30,0.45,0.0,1.0,1.0,0.4,0.6
1263,784,0.715,0.5,1.0,1.0,0.4,1.0
262,235,0.751,0.447,1.0,1.0,1.0,1.0
128,56,0.702,0.471,1.0,1.0,0.4,1.0
672,856,0.428,0.0,1.0,0.175,1.0,0.6
1086,564,0.45,0.0,1.0,1.0,0.4,0.6
500,366,0.496,0.102,1.0,1.0,0.4,0.6
192,136,0.432,0.0,1.0,0.42,0.4,1.0
1480,71,0.51,0.0,1.0,1.0,1.0,0.6
118,963,0.51,0.0,1.0,1.0,1.0,0.6
65,498,0.69,0.588,0.5,1.0,1.0,1.0
1386,322,0.457,0.0,1.0,0.467,1.0,0.6
704,636,0.677,0.535,1.0,0.467,0.4,1.0
574,969,0.84,0.764,1.0,0.467,1.0,1.0
540,244,0.636,0.548,0.6,1.0,0.4,1.0
524,644,0.385,0.0,1.0,0.35,0.4,0.6
211,136,0.627,0.27,1.0,0.56,1.0,1.0
713,840,0.45,0.0,1.0,1.0,0.4,0.6
866,586,0.51,0.0,1.0,1.0,1.0,0.6
1347,732,0.281,0.0,0.5,0.56,0.4,0.6
1035,116,0.397,0.0,1.0,0.467,0.4,0.6
800,662,0.524,0.471,0.5,0.467,0.4,1.0
887,275,0.674,0.408,1.0,1.0,0.4,1.0
1098,311,0.703,0.617,1.0,0.35,0.4,1.0
1390,312,0.667,0.378,1.0,0.467,1.0,1.0
347,557,0.538,0.385,0.5,1.0,0.4,1.0
135,547,0.625,0.419,1.0,0.467,0.4,1.0
196,805,0.624,0.416,1.0,0.467,0.4,1.0
1345,15,0.577,0.456,0.5,0.467,1.0,1.0
1183,808,0.616,0.316,1.0,0.233,1.0,1.0
217,327,0.51,0.0,1.0,1.0,1.0,0.6
537,142,0.603,0.502,0.5,0.525,1.0,1.0
1144,548,0.695,0.456,1.0,1.0,0.4,1.0
998,117,0.433,0.0,1.0,0.233,1.0,0.6
116,616,0.778,0.507,1.0,1.0,1.0,1.0
644,206,0.385,0.0,0.5,1.0,1.0,0.6
1151,459,0.706,0.516,1.0,0.233,1.0,1.0
699,27,0.875,0.722,1.0,1.0,1.0,1.0
1256,475,0.765,0.477,1.0,1.0,1.0,1.0
680,571,0.45,0.0,1.0,1.0,0.4,0.6
1391,155,0.281,0.0,0.5,0.56,0.4,0.6
553,284,0.45,0.0,1.0,1.0,0.4,0.6
1301,604,0.68,0.289,1.0,1.0,1.0,1.0
1236,732,0.551,0.408,0.5,0.42,1.0,1.0
52,43,0.45,0.0,1.0,1.0,0.4,0.6
616,281,0.45,0.0,1.0,1.0,0.4,0.6
902,186,0.761,0.603,1.0,1.0,0.4,1.0
1034,504,0.796,0.548,1.0,1.0,1.0,1.0
1112,456,0.805,0.567,1.0,1.0,1.0,1.0
1430,287,0.445,0.0,1.0,0.35,1.0,0.6
654,525,0.811,0.581,1.0,1.0,1.0,1.0
315,501,0.828,0.617,1.0,1.0,1.0,1.0
1315,888,0.452,0.0,1.0,0.42,1.0,0.6
1349,459,0.787,0.527,1.0,1.0,1.0,1.0
392,130,0.615,0.422,0.5,1.0,1.0,1.0
853,791,0.559,0.154,1.0,1.0,0.4,1.0
899,3,0.642,0.481,0.5,1.0,1.0,1.0
1439,232,0.45,0.0,1.0,1.0,0.4,0.6
1488,250,0.393,0.0,0.533,1.0,1.0,0.6
983,752,0.648,0.535,1.0,0.175,0.4,1.0
1127,823,0.325,0.0,0.5,1.0,0.4,0.6
1319,858,0.81,0.577,1.0,1.0,1.0,1.0
1288,103,0.51,0.0,1.0,1.0,1.0,0.6
1011,840,0.854,0.676,1.0,1.0,1.0,1.0
957,347,0.51,0.0,1.0,1.0,1.0,0.6
475,8,0.741,0.557,1.0,1.0,0.4,1.0
633,546,0.771,0.588,1.0,0.56,1.0,1.0
433,701,0.805,0.566,1.0,1.0,1.0,1.0
1131,798,0.707,0.481,1.0,1.0,0.4,1.0
1247,400,0.698,0.462,1.0,1.0,0.4,1.0
422,433,0.9,0.778,1.0,1.0,1.0,1.0
849,877,0.72,0.609,1.0,0.56,0.4,1.0
321,87,0.682,0.426,1.0,1.0,0.4,1.0
1400,159,0.807,0.572,1.0,1.0,1.0,1.0
1410,370,0.775,0.632,1.0,1.0,0.4,1.0
143,833,0.717,0.504,1.0,1.0,0.4,1.0
436,791,0.737,0.586,1.0,0.233,1.0,1.0
1245,799,0.512,0.436,0.533,0.42,0.4,1.0
493,856,0.642,0.338,1.0,1.0,0.4,1.0
965,842,0.445,0.0,1.0,0.35,1.0,0.6
1486,878,0.457,0.0,1.0,0.467,1.0,0.6
647,48,0.751,0.535,1.0,1.0,1.0,0.6
215,500,0.612,0.585,0.5,0.233,1.0,1.0
444,912,0.681,0.436,1.0,0.35,1.0,1.0
286,543,0.715,0.5,1.0,1.0,0.4,1.0
476,852,0.557,0.426,0.5,1.0,0.4,1.0
902,584,0.482,0.072,1.0,1.0,0.4,0.6
307,293,0.542,0.088,1.0,0.525,1.0,1.0
906,866,0.692,0.316,1.0,1.0,1.0,1.0
1373,917,0.443,0.113,1.0,0.42,0.4,0.6
437,578,0.574,0.372,0.667,1.0,0.4,1.0
813,462,0.397,0.0,1.0,0.467,0.4,0.6
926,632,0.51,0.0,1.0,1.0,1.0,0.6
1485,566,0.45,0.0,1.0,1.0,0.4,0.6
292,942,0.703,0.474,1.0,1.0,0.4,1.0
411,833,0.561,0.447,0.5,0.35,1.0,1.0
780,614,0.352,0.0,0.6,0.42,1.0,0.6
183,534,0.746,0.436,1.0,1.0,1.0,1.0
373,169,0.595,0.372,1.0,0.175,1.0,0.6
293,828,0.675,0.447,1.0,0.233,1.0,1.0
645,486,0.602,0.25,1.0,1.0,0.4,1.0
920,999,0.664,0.53,0.5,1.0,1.0,1.0
1467,683,0.778,0.507,1.0,1.0,1.0,1.0
999,838,0.756,0.592,1.0,1.0,0.4,1.0
57,474,0.615,0.511,0.5,1.0,1.0,0.6
1148,59,0.51,0.0,1.0,1.0,1.0,0.6
1112,146,0.805,0.567,1.0,1.0,1.0,1.0
1372,79,0.616,0.316,1.0,0.233,1.0,1.0
1147,626,0.715,0.5,1.0,1.0,0.4,1.0
1217,180,0.672,0.405,1.0,1.0,0.4,1.0
1196,6,0.734,0.408,1.0,1.0,1.0,1.0
54,839,0.728,0.567,1.0,0.233,1.0,1.0
799,972,0.63,0.369,1.0,0.14,1.0,1.0
1274,120,0.51,0.0,1.0,1.0,1.0,0.6
634,6,0.627,0.408,0.571,1.0,1.0,1.0
711,826,0.51,0.0,1.0,1.0,1.0,0.6
1256,965,0.722,0.381,1.0,1.0,1.0,1.0
466,585,0.555,0.422,0.5,1.0,0.4,1.0
1247,484,0.45,0.0,1.0,1.0,0.4,0.6
422,908,0.634,0.49,1.0,0.233,0.4,1.0
664,30,0.462,0.0,1.0,0.525,1.0,0.6
358,998,0.742,0.56,1.0,1.0,0.4,1.0
1102,491,0.632,0.316,1.0,1.0,0.4,1.0
747,87,0.51,0.0,1.0,1.0,1.0,0.6
1060,564,0.821,0.603,1.0,1.0,1.0,1.0
979,926,0.648,0.51,1.0,0.28,0.4,1.0
1338,161,0.696,0.507,1.0,0.175,1.0,1.0
204,762,0.462,0.0,1.0,0.525,1.0,0.6
636,926,0.711,0.589,1.0,0.56,0.4,1.0
61,245,0.51,0.0,1.0,1.0,1.0,0.6
546,165,0.683,0.401,1.0,0.525,1.0,1.0
72,625,0.662,0.526,1.0,0.35,0.4,1.0
211,88,0.824,0.609,1.0,1.0,1.0,1.0
1234,78,0.408,0.0,1.0,0.175,0.4,1.0
1289,494,0.637,0.433,1.0,0.525,0.4,1.0
47,898,0.648,0.522,1.0,0.233,0.4,1.0
1354,463,0.73,0.4,1.0,1.0,1.0,1.0
1009,855,0.695,0.456,1.0,1.0,0.4,1.0
1240,356,0.654,0.492,1.0,0.42,0.4,1.0
848,342,0.51,0.0,1.0,1.0,1.0,0.6
95,574,0.433,0.0,1.0,0.233,1.0,0.6
1139,687,0.755,0.456,1.0,1.0,1.0,1.0
1403,464,0.635,0.429,1.0,0.525,0.4,1.0
154,833,0.751,0.447,1.0,1.0,1.0,1.0
1229,854,0.648,0.387,1.0,0.233,1.0,1.0
278,913,0.762,0.471,1.0,1.0,1.0,1.0
847,142,0.8,0.555,1.0,1.0,1.0,1.0
636,672,0.45,0.0,1.0,1.0,0.4,0.6
1085,408,0.758,0.596,1.0,1.0,0.4,1.0
1106,512,0.433,0.0,1.0,0.233,1.0,0.6
238,229,0.373,0.0,1.0,0.233,0.4,0.6
669,229,0.433,0.0,1.0,0.233,1.0,0.6
114,98,0.778,0.507,1.0,1.0,1.0,1.0
135,261,0.742,0.56,1.0,1.0,0.4,1.0
132,998,0.802,0.56,1.0,1.0,1.0,1.0
1008,810,0.69,0.416,1.0,0.525,1.0,1.0
772,208,0.82,0.732,1.0,1.0,0.4,1.0
1455,618,0.747,0.439,1.0,1.0,1.0,1.0
18,884,0.632,0.316,1.0,1.0,0.4,1.0
1260,732,0.544,0.392,0.5,0.42,1.0,1.0
667,231,0.609,0.354,1.0,1.0,0.4,0.6
624,82,0.51,0.0,1.0,1.0,1.0,0.6
1195,931,0.45,0.0,1.0,1.0,0.4,0.6
151,184,0.402,0.0,1.0,0.525,0.4,0.6
424,197,0.71,0.474,1.0,0.467,1.0,1.0
336,675,0.51,0.0,1.0,1.0,1.0,0.6
976,653,0.482,0.378,0.5,0.467,0.4,1.0
983,881,0.654,0.535,1.0,0.233,0.4,1.0
278,296,0.51,0.0,1.0,1.0,1.0,0.6
194,546,0.756,0.648,1.0,0.14,1.0,1.0
1252,93,0.45,0.0,1.0,1.0,0.4,0.6
904,731,0.778,0.507,1.0,1.0,1.0,1.0
370,392,0.713,0.601,1.0,0.525,0.4,1.0
910,967,0.51,0.0,1.0,1.0,1.0,0.6
351,598,0.724,0.387,1.0,1.0,1.0,1.0
202,572,0.45,0.0,1.0,1.0,0.4,0.6
1144,10,0.632,0.405,1.0,1.0,0.4,0.6
633,70,0.88,0.733,1.0,1.0,1.0,1.0
977,249,0.457,0.0,1.0,0.467,1.0,0.6
1296,622,0.791,0.669,1.0,1.0,0.4,1.0
62,665,0.51,0.0,1.0,1.0,1.0,0.6
629,519,0.692,0.316,1.0,1.0,1.0,1.0
1336,87,0.51,0.0,1.0,1.0,1.0,0.6
961,158,0.45,0.0,1.0,1.0,0.4,0.6
362,597,0.69,0.55,1.0,0.525,0.4,1.0
730,601,0.73,0.4,1.0,1.0,1.0,1.0
1393,714,0.686,0.435,1.0,1.0,0.4,1.0
288,719,0.558,0.429,0.5,1.0,0.4,1.0
936,76,0.45,0.0,1.0,1.0,0.4,0.6
1229,555,0.51,0.0,1.0,1.0,1.0,0.6
155,9,0.481,0.213,1.0,0.35,0.4,0.6
1276,961,0.55,0.0,1.0,1.0,1.0,1.0
287,680,0.524,0.404,0.5,0.175,1.0,1.0
1198,185,0.514,0.141,1.0,1.0,0.4,0.6
188,860,0.51,0.12,1.0,0.467,1.0,0.6
889,398,0.782,0.514,1.0,1.0,1.0,1.0
90,457,0.649,0.354,1.0,1.0,0.4,1.0
744,799,0.498,0.134,1.0,0.28,1.0,0.6
1078,740,0.642,0.338,1.0,1.0,0.4,1.0
1308,783,0.853,0.674,1.0,1.0,1.0,1.0
48,874,0.55,0.0,1.0,1.0,1.0,1.0
230,637,0.629,0.309,1.0,1.0,0.4,1.0
342,103,0.647,0.474,0.533,1.0,1.0,1.0
997,429,0.653,0.577,0.533,1.0,1.0,0.6
575,689,0.656,0.37,1.0,1.0,0.4,1.0
886,701,0.689,0.612,1.0,0.233,0.4,1.0
552,860,0.777,0.504,1.0,1.0,1.0,1.0
945,312,0.425,0.114,1.0,0.233,0.4,0.6
942,595,0.674,0.535,0.533,1.0,1.0,1.0
1375,259,0.462,0.0,1.0,0.525,1.0,0.6
1191,18,0.468,0.316,0.533,0.525,0.4,1.0
514,964,0.668,0.445,1.0,0.175,1.0,1.0
1377,884,0.678,0.6,1.0,0.175,0.4,1.0
608,901,0.51,0.0,1.0,1.0,1.0,0.6
371,81,0.51,0.0,1.0,1.0,1.0,0.6
1350,821,0.51,0.0,1.0,1.0,1.0,0.6
749,572,0.671,0.402,1.0,1.0,0.4,1.0
748,399,0.51,0.0,1.0,1.0,1.0,0.6
901,491,0.55,0.0,1.0,1.0,1.0,1.0
1106,691,0.73,0.4,1.0,1.0,1.0,1.0
757,102,0.445,0.0,1.0,0.35,1.0,0.6
14,983,0.691,0.447,1.0,1.0,0.4,1.0
314,507,0.51,0.0,1.0,1.0,1.0,0.6
1009,552,0.45,0.0,1.0,1.0,0.4,0.6
653,630,0.734,0.408,1.0,1.0,1.0,1.0
446,801,0.673,0.577,1.0,0.233,0.4,1.0
75,561,0.713,0.495,1.0,1.0,0.4,1.0
934,662,0.53,0.177,1.0,1.0,0.4,0.6
3,905,0.445,0.0,1.0,0.35,1.0,0.6
1493,269,0.795,0.545,1.0,1.0,1.0,1.0
671,397,0.786,0.524,1.0,1.0,1.0,1.0
1294,753,0.45,0.0,1.0,1.0,0.4,0.6
166,990,0.712,0.492,1.0,1.0,0.4,1.0
438,795,0.541,0.387,0.5,0.42,1.0,1.0
271,991,0.636,0.309,1.0,0.467,1.0,1.0
1284,123,0.671,0.439,1.0,0.233,1.0,1.0
982,14,0.433,0.0,1.0,0.233,1.0,0.6
392,410,0.638,0.632,0.5,0.28,1.0,1.0
1173,575,0.654,0.535,1.0,0.233,0.4,1.0
890,563,0.51,0.0,1.0,1.0,1.0,0.6
172,489,0.663,0.385,1.0,1.0,0.4,1.0
551,807,0.788,0.647,1.0,0.467,1.0,1.0
1174,186,0.785,0.522,1.0,1.0,1.0,1.0
119,97,0.697,0.433,1.0,0.525,1.0,1.0
609,750,0.843,0.652,1.0,1.0,1.0,1.0
1173,255,0.373,0.0,1.0,0.233,0.4,0.6
1349,336,0.841,0.751,1.0,0.525,1.0,1.0
758,113,0.605,0.401,1.0,0.35,0.4,1.0
860,973,0.739,0.55,1.0,0.42,1.0,1.0
245,410,0.383,0.105,0.533,0.42,1.0,0.6
1460,410,0.378,0.0,1.0,0.28,0.4,0.6
1222,801,0.688,0.559,1.0,0.467,0.4,1.0
1289,962,0.75,0.577,1.0,1.0,0.4,1.0
779,931,0.826,0.612,1.0,1.0,1.0,1.0
192,588,0.575,0.189,1.0,1.0,0.4,1.0
923,331,0.402,0.0,1.0,0.525,0.4,0.6
1372,136,0.644,0.4,1.0,0.14,1.0,1.0
1445,98,0.51,0.0,1.0,1.0,1.0,0.6
1158,155,0.628,0.333,1.0,0.28,1.0,1.0
436,308,0.492,0.105,1.0,0.35,1.0,0.6
781,134,0.51,0.0,1.0,1.0,1.0,0.6
277,854,0.745,0.566,1.0,1.0,0.4,1.0
499,498,0.611,0.548,0.5,1.0,0.4,1.0
342,620,0.709,0.354,1.0,1.0,1.0,1.0
576,354,0.745,0.566,1.0,1.0,0.4,1.0
1043,910,0.588,0.49,0.5,0.42,1.0,1.0
244,157,0.798,0.656,1.0,0.525,1.0,1.0
28,26,0.707,0.447,1.0,0.56,1.0,1.0
871,89,0.68,0.433,1.0,0.35,1.0,1.0
87,943,0.578,0.365,1.0,0.233,0.4,1.0
759,630,0.539,0.387,0.5,1.0,0.4,1.0
203,909,0.599,0.387,0.5,1.0,1.0,1.0
102,773,0.623,0.163,1.0,1.0,1.0,1.0
656,651,0.782,0.516,1.0,1.0,1.0,1.0
46,521,0.712,0.492,1.0,1.0,0.4,1.0
697,797,0.516,0.309,0.5,0.525,1.0,1.0
824,34,0.554,0.43,0.5,0.35,1.0,1.0
36,27,0.45,0.0,1.0,1.0,0.4,0.6
1029,101,0.428,0.0,1.0,0.175,1.0,0.6
146,798,0.758,0.462,1.0,1.0,1.0,1.0
932,231,0.73,0.401,1.0,1.0,1.0,1.0
1264,160,0.433,0.0,1.0,0.233,1.0,0.6
1375,303,0.51,0.0,1.0,1.0,1.0,0.6
917,991,0.385,0.0,0.5,1.0,1.0,0.6
1007,64,0.638,0.589,0.533,1.0,0.4,1.0
729,40,0.364,0.0,1.0,0.14,0.4,0.6
370,98,0.45,0.0,1.0,1.0,0.4,0.6
331,833,0.385,0.0,1.0,0.35,0.4,0.6
894,802,0.51,0.0,1.0,1.0,1.0,0.6
989,692,0.79,0.717,1.0,0.175,1.0,1.0
603,142,0.667,0.538,0.5,1.0,1.0,1.0
958,544,0.818,0.596,1.0,1.0,1.0,1.0
853,506,0.503,0.118,1.0,1.0,0.4,0.6
84,511,0.739,0.553,1.0,1.0,0.4,1.0
419,809,0.742,0.546,1.0,0.467,1.0,1.0
637,96,0.662,0.51,1.0,0.42,0.4,1.0
227,149,0.617,0.267,1.0,0.467,1.0,1.0
286,400,0.775,0.632,1.0,1.0,0.4,1.0
1117,235,0.625,0.471,1.0,0.233,0.4,1.0
340,402,0.45,0.0,1.0,1.0,0.4,0.6
750,761,0.768,0.485,1.0,1.0,1.0,1.0
1489,703,0.783,0.652,1.0,1.0,0.4,1.0
734,940,0.45,0.0,1.0,1.0,0.4,0.6
1227,405,0.734,0.408,1.0,1.0,1.0,1.0
521,618,0.708,0.522,1.0,0.233,1.0,1.0
871,907,0.704,0.533,1.0,0.14,1.0,1.0
312,542,0.45,0.126,0.533,1.0,1.0,0.6
119,548,0.746,0.436,1.0,1.0,1.0,1.0
1420,783,0.812,0.727,1.0,0.35,1.0,1.0
308,540,0.45,0.0,1.0,1.0,0.4,0.6
191,364,0.688,0.583,0.5,1.0,1.0,1.0
507,785,0.742,0.546,1.0,0.467,1.0,1.0
940,668,0.539,0.387,0.5,1.0,0.4,1.0
65,783,0.776,0.502,1.0,1.0,1.0,1.0
325,885,0.51,0.0,1.0,1.0,1.0,0.6
1059,852,0.566,0.447,0.5,1.0,0.4,1.0
603,458,0.363,0.084,0.5,1.0,0.4,0.6
420,900,0.566,0.447,0.5,1.0,0.4,1.0
1198,353,0.736,0.548,1.0,1.0,0.4,1.0
113,339,0.796,0.548,1.0,1.0,1.0,1.0
992,118,0.623,0.401,1.0,0.525,0.4,1.0
157,81,0.747,0.439,1.0,1.0,1.0,1.0
1426,751,0.325,0.0,0.5,1.0,0.4,0.6
277,813,0.669,0.496,1.0,0.56,0.4,1.0
701,524,0.863,0.696,1.0,1.0,1.0,1.0
321,901,0.776,0.503,1.0,1.0,1.0,1.0
1046,225,0.452,0.0,1.0,0.42,1.0,0.6
122,718,0.765,0.478,1.0,1.0,1.0,1.0
68,122,0.654,0.365,1.0,1.0,0.4,1.0
1188,545,0.795,0.546,1.0,1.0,1.0,1.0
461,610,0.696,0.51,0.667,1.0,1.0,1.0
1497,291,0.816,0.592,1.0,1.0,1.0,1.0
719,395,0.67,0.401,1.0,1.0,0.4,1.0
1026,123,0.484,0.075,1.0,1.0,0.4,0.6
1101,446,0.764,0.594,1.0,0.467,1.0,1.0
1454,623,0.616,0.589,0.533,0.175,1.0,1.0
625,97,0.567,0.354,1.0,0.175,0.4,1.0
386,939,0.773,0.614,1.0,0.467,1.0,1.0
754,554,0.854,0.676,1.0,1.0,1.0,1.0
101,25,0.605,0.401,0.5,1.0,1.0,1.0
1111,522,0.672,0.272,1.0,1.0,1.0,1.0
89,720,0.612,0.372,1.0,0.35,1.0,0.6
1002,657,0.385,0.0,0.5,1.0,1.0,0.6
1221,362,0.397,0.0,1.0,0.467,0.4,0.6
266,276,0.671,0.653,0.5,0.525,1.0,1.0
103,152,0.648,0.401,1.0,0.175,1.0,1.0
1313,164,0.709,0.354,1.0,1.0,1.0,1.0
1125,69,0.709,0.524,1.0,0.233,1.0,1.0
1458,202,0.55,0.0,1.0,1.0,1.0,1.0
580,342,0.727,0.645,1.0,0.467,0.4,1.0
674,896,0.585,0.548,0.5,0.14,1.0,1.0
951,836,0.635,0.277,1.0,1.0,1.0,0.6
200,742,0.683,0.548,1.0,0.467,0.4,1.0
160,611,0.746,0.436,1.0,1.0,1.0,1.0
159,362,0.51,0.0,1.0,1.0,1.0,0.6
1434,729,0.379,0.12,0.5,1.0,0.4,0.6
855,83,0.51,0.0,1.0,1.0,1.0,0.6
681,294,0.754,0.452,1.0,1.0,1.0,1.0
224,271,0.758,0.463,1.0,1.0,1.0,1.0
1027,847,0.51,0.0,1.0,1.0,1.0,0.6
1445,858,0.734,0.408,1.0,1.0,1.0,1.0
1147,358,0.657,0.477,1.0,0.525,0.4,1.0
330,762,0.702,0.338,1.0,1.0,1.0,1.0
1042,111,0.537,0.419,0.5,0.233,1.0,1.0
33,734,0.709,0.354,1.0,1.0,1.0,1.0
1356,587,0.45,0.0,1.0,1.0,0.4,0.6
395,925,0.78,0.629,1.0,0.467,1.0,1.0
1345,399,0.445,0.0,1.0,0.35,1.0,0.6
186,550,0.673,0.378,1.0,0.525,1.0,1.0
611,285,0.632,0.422,1.0,0.525,0.4,1.0
1203,441,0.654,0.365,1.0,1.0,0.4,1.0
695,133,0.488,0.392,0.5,0.467,0.4,1.0
456,277,0.613,0.51,0.64,0.233,1.0,1.0
774,431,0.397,0.0,1.0,0.467,0.4,0.6
130,23,0.68,0.289,1.0,1.0,1.0,1.0
644,37,0.616,0.385,1.0,0.525,0.4,1.0
1476,502,0.373,0.0,1.0,0.233,0.4,0.6
868,17,0.722,0.516,1.0,1.0,0.4,1.0
1371,925,0.701,0.588,1.0,0.467,0.4,1.0
291,164,0.659,0.426,1.0,0.175,1.0,1.0
1481,571,0.761,0.588,1.0,0.467,1.0,1.0
139,350,0.611,0.548,0.5,1.0,0.4,1.0
983,17,0.373,0.0,1.0,0.233,0.4,0.6
153,237,0.567,0.316,0.5,1.0,1.0,1.0
1297,112,0.44,0.083,1.0,0.525,0.4,0.6
585,866,0.567,0.289,1.0,0.467,0.4,1.0
1199,797,0.402,0.0,1.0,0.525,0.4,0.6
105,106,0.51,0.0,1.0,1.0,1.0,0.6
258,70,0.561,0.114,1.0,1.0,1.0,0.6
1088,363,0.758,0.463,1.0,1.0,1.0,1.0
531,909,0.325,0.0,0.5,1.0,0.4,0.6
1361,627,0.62,0.289,1.0,1.0,0.4,1.0
168,18,0.445,0.0,1.0,0.35,1.0,0.6
577,631,0.436,0.114,1.0,0.35,0.4,0.6
964,512,0.633,0.436,1.0,0.467,0.4,1.0
566,613,0.44,0.338,0.5,0.233,0.4,1.0
1272,803,0.778,0.639,1.0,1.0,0.4,1.0
905,192,0.674,0.408,1.0,1.0,0.4,1.0
743,789,0.684,0.386,1.0,1.0,1.0,0.6
564,445,0.452,0.0,1.0,0.42,1.0,0.6
829,765,0.644,0.354,1.0,0.35,1.0,1.0
677,951,0.397,0.0,1.0,0.467,0.4,0.6
117,973,0.548,0.504,0.5,0.56,0.4,1.0
1130,947,0.604,0.424,1.0,0.233,0.4,1.0
973,800,0.645,0.471,0.533,1.0,1.0,1.0
254,151,0.325,0.0,0.5,1.0,0.4,0.6
1152,908,0.51,0.0,1.0,1.0,1.0,0.6
445,809,0.806,0.57,1.0,1.0,1.0,1.0
945,655,0.373,0.0,1.0,0.233,0.4,0.6
63,249,0.53,0.429,0.6,0.467,0.4,1.0
1157,168,0.392,0.0,1.0,0.42,0.4,0.6
521,248,0.595,0.522,0.5,0.35,1.0,1.0
699,511,0.385,0.0,0.5,1.0,1.0,0.6
751,448,0.51,0.0,1.0,1.0,1.0,0.6
197,422,0.735,0.546,1.0,1.0,0.4,1.0
4,30,0.708,0.589,1.0,0.525,0.4,1.0
708,966,0.51,0.0,1.0,1.0,1.0,0.6
683,459,0.561,0.113,1.0,1.0,1.0,0.6
634,154,0.746,0.436,1.0,1.0,1.0,1.0
1452,832,0.588,0.639,0.5,0.35,0.4,1.0
341,611,0.433,0.0,1.0,0.233,1.0,0.6
1151,817,0.582,0.387,1.0,0.175,0.4,1.0
286,690,0.462,0.0,1.0,0.525,1.0,0.6
693,748,0.654,0.365,1.0,1.0,0.4,1.0
425,884,0.402,0.0,1.0,0.525,0.4,0.6
174,443,0.562,0.222,1.0,0.525,1.0,0.6
1392,910,0.364,0.0,1.0,0.14,0.4,0.6
545,369,0.659,0.653,0.5,1.0,0.4,1.0
544,424,0.905,0.789,1.0,1.0,1.0,1.0
242,898,0.706,0.48,1.0,1.0,0.4,1.0
141,724,0.698,0.462,1.0,1.0,0.4,1.0
1417,258,0.629,0.452,1.0,0.35,0.4,1.0
1055,439,0.744,0.43,1.0,1.0,1.0,1.0
727,877,0.443,0.114,1.0,0.42,0.4,0.6
1246,71,0.638,0.5,1.0,0.233,0.4,1.0
1327,638,0.587,0.603,0.533,0.42,0.4,1.0
441,218,0.51,0.0,1.0,1.0,1.0,0.6
127,737,0.65,0.632,0.5,1.0,0.4,1.0
464,318,0.713,0.496,1.0,1.0,0.4,1.0
1252,116,0.713,0.495,1.0,1.0,0.4,1.0
117,315,0.45,0.0,1.0,1.0,0.4,0.6
1048,670,0.445,0.0,1.0,0.35,1.0,0.6
393,799,0.575,0.463,0.5,0.42,1.0,1.0
320,431,0.796,0.548,1.0,1.0,1.0,1.0
1263,728,0.753,0.583,1.0,1.0,0.4,1.0
505,390,0.598,0.474,1.0,0.35,0.4,0.6
243,706,0.651,0.527,1.0,0.233,0.4,1.0
643,695,0.615,0.422,0.5,1.0,1.0,1.0
60,802,0.761,0.598,1.0,0.42,1.0,1.0
1318,293,0.662,0.632,0.5,0.525,1.0,1.0
346,332,0.567,0.316,0.5,1.0,1.0,1.0
975,363,0.761,0.468,1.0,1.0,1.0,1.0
934,956,0.646,0.452,1.0,0.525,0.4,1.0
1373,335,0.632,0.314,1.0,1.0,0.4,1.0
1273,562,0.385,0.0,0.5,1.0,1.0,0.6
415,673,0.666,0.429,1.0,0.233,1.0,1.0
